Z,D,Y,M,Q
1,0,1,0,
1,1,1,0,1.0
1,0,0,0,9.0
1,0,1,0,188.0
1,1,1,0,1.0
1,0,1,1,
1,1,1,0,9.0
1,1,1,0,
1,1,0,0,20.0
1,1,0,1,2.0
1,0,1,1,5.0
1,1,1,0,126.0
1,0,1,0,530.0
0,0,1,1,
1,0,1,0,27.0
1,0,1,0,423.0
1,1,1,1,24.0
1,0,1,1,163.0
1,1,1,0,37.0
1,0,1,0,2.0
1,1,1,0,11.0
1,0,1,0,53.0
1,0,1,0,11.0
1,0,0,1,54.0
1,1,1,0,
1,0,0,0,55.0
1,0,1,1,213.0
1,0,1,0,178.0
1,0,1,0,24.0
1,1,1,0,
1,0,0,0,141.0
1,0,1,1,
1,0,1,0,7.0
1,0,1,0,52.0
1,0,0,1,
1,0,1,0,465.0
1,0,1,0,177.0
1,0,1,1,
1,0,0,1,14.0
1,0,1,1,33.0
1,0,0,0,42.0
1,1,1,1,
1,1,1,0,29.0
1,0,1,0,
1,1,1,0,36.0
1,1,1,0,27.0
0,1,1,1,
1,0,1,0,45.0
1,0,1,1,9.0
1,0,0,0,108.0
1,0,1,1,
1,0,1,1,7.0
0,0,1,1,23.0
1,0,1,1,834.0
1,1,1,1,33.0
1,0,0,0,
1,0,1,1,10.0
1,1,1,0,5.0
1,0,1,0,
1,0,1,1,79.0
1,0,0,0,31.0
1,1,1,1,22.0
1,0,0,0,35.0
1,0,1,0,
1,1,1,1,6.0
1,0,0,0,136.0
1,0,0,1,20.0
1,0,1,1,20.0
1,0,1,0,1.0
1,0,1,1,19.0
1,0,1,0,49.0
1,0,1,0,24.0
1,0,1,1,96.0
1,0,1,0,32.0
1,1,1,0,1.0
1,0,1,1,
1,0,1,1,
1,0,1,0,
1,0,1,0,111.0
1,0,0,0,
1,0,1,1,43.0
1,0,1,0,5.0
1,0,1,0,
1,0,1,0,66.0
1,0,1,0,
1,0,0,0,
1,1,0,0,26.0
1,0,0,0,144.0
1,1,0,0,39.0
1,0,1,0,70.0
1,0,1,0,76.0
1,1,1,0,21.0
1,1,0,0,3.0
1,1,1,1,21.0
1,0,0,0,377.0
1,0,0,0,
1,0,1,0,12.0
1,1,1,0,
1,0,0,0,
1,0,1,0,
1,0,1,0,
1,0,0,0,453.0
1,0,0,1,70.0
1,0,0,0,
1,0,0,0,17.0
1,0,0,0,
1,0,1,0,
1,0,1,0,
1,0,0,0,
1,0,1,0,6.0
1,0,0,0,131.0
1,0,0,0,103.0
1,0,0,0,60.0
1,1,1,0,513.0
1,0,1,1,6.0
1,1,1,1,46.0
1,1,1,0,
1,0,0,0,17.0
0,0,1,0,
1,0,0,0,33.0
1,0,0,0,
1,1,1,0,106.0
1,0,0,1,227.0
1,0,0,0,16.0
1,0,1,0,406.0
1,1,1,0,17.0
1,1,0,0,
1,1,0,0,15.0
1,0,0,0,9.0
1,0,1,0,317.0
1,0,1,1,72.0
0,0,1,0,
1,1,1,0,18.0
1,0,0,0,414.0
1,0,0,1,
1,1,1,1,31.0
1,1,1,0,52.0
1,1,1,0,178.0
1,0,1,1,86.0
1,0,0,1,8.0
1,0,0,0,
1,0,1,0,19.0
1,0,1,0,
1,1,1,0,1.0
1,0,0,0,
1,0,0,0,
1,0,1,0,8.0
1,1,0,0,82.0
1,0,1,0,36.0
1,0,1,0,38.0
1,0,1,0,
1,1,1,0,3.0
1,0,1,0,90.0
1,1,1,0,7.0
1,1,1,0,20.0
1,0,0,0,
0,0,0,0,145.0
1,0,1,0,48.0
1,1,1,0,7.0
1,0,1,0,
1,0,1,1,
1,1,0,0,10.0
0,0,1,0,4.0
1,0,1,0,
1,1,0,0,13.0
1,0,1,0,25.0
1,0,1,1,34.0
1,0,1,1,
1,0,1,0,61.0
1,1,0,1,18.0
1,0,0,0,24.0
1,1,1,1,155.0
1,0,1,1,2.0
1,0,0,0,237.0
1,1,0,0,8.0
1,0,0,0,
1,1,1,0,8.0
0,0,0,0,17.0
1,0,1,0,
1,0,1,0,119.0
1,0,1,0,199.0
1,0,0,0,
1,0,1,0,99.0
1,0,1,0,193.0
1,0,1,0,
1,1,0,0,27.0
1,1,1,1,37.0
1,0,0,0,20.0
1,0,0,1,
1,0,1,0,46.0
1,1,1,0,34.0
1,1,0,0,16.0
1,1,1,0,119.0
1,0,0,0,
1,0,0,0,140.0
1,1,1,0,22.0
1,0,1,0,
1,1,1,1,
1,0,1,0,119.0
1,0,0,0,
1,0,1,0,
1,0,0,0,514.0
1,0,0,0,24.0
1,0,1,0,
1,0,0,0,122.0
1,0,1,0,
1,1,1,1,27.0
1,1,0,0,
1,1,0,0,61.0
1,0,0,0,
1,0,1,0,5.0
1,0,1,0,
1,0,0,0,83.0
1,0,1,0,
1,0,1,0,
1,1,1,1,20.0
1,0,1,0,
1,1,1,1,15.0
1,1,1,1,
1,0,1,0,21.0
1,0,1,0,29.0
1,0,0,0,36.0
1,0,1,0,81.0
1,0,1,1,
1,0,1,1,
1,1,0,1,
1,1,1,1,56.0
1,1,1,1,71.0
1,0,1,1,
1,0,1,1,66.0
1,0,1,0,
1,0,0,0,
1,0,1,0,9.0
1,0,0,0,
1,0,1,1,200.0
1,1,1,0,58.0
1,1,1,0,17.0
1,0,0,1,36.0
1,0,0,0,20.0
1,0,0,1,284.0
1,0,0,0,
1,1,1,1,9.0
1,0,1,1,
1,1,1,0,
1,0,1,0,
0,0,1,0,8.0
1,0,0,1,
1,0,1,0,9.0
1,0,0,0,
1,1,1,1,3.0
1,1,1,0,168.0
1,0,1,0,
1,0,1,0,10.0
1,0,1,1,
1,1,1,0,128.0
1,0,1,0,70.0
1,1,1,1,45.0
1,1,1,1,3.0
1,1,0,1,38.0
1,0,1,1,
1,1,1,0,
1,0,0,0,12.0
1,0,0,0,147.0
0,0,1,0,
1,1,1,0,26.0
1,0,1,0,
1,1,1,0,39.0
1,0,1,0,
1,0,1,0,
1,1,0,0,2.0
1,0,0,0,
1,1,1,0,5.0
1,0,1,0,
1,0,0,0,
1,0,1,0,38.0
1,1,0,0,1.0
1,1,0,1,185.0
1,0,1,0,97.0
1,0,1,0,
1,0,1,0,
1,0,1,0,
0,0,0,0,146.0
1,0,1,0,145.0
1,0,1,0,
1,1,1,0,198.0
1,0,0,0,70.0
1,1,1,0,175.0
1,0,0,0,121.0
1,0,1,0,33.0
1,0,1,0,36.0
1,0,0,0,
1,0,1,0,95.0
1,0,1,0,
1,0,0,0,
1,0,0,0,289.0
1,0,1,0,334.0
1,0,0,0,90.0
1,1,1,0,298.0
1,0,0,0,184.0
1,0,1,0,87.0
1,0,1,0,
1,1,0,0,48.0
1,0,1,0,
0,1,1,0,245.0
1,0,1,0,
1,0,1,0,
0,0,1,0,47.0
1,0,1,0,30.0
1,0,1,0,
1,0,1,0,
0,0,0,0,
1,0,1,0,
1,0,1,0,212.0
1,0,1,0,
1,0,1,0,
1,1,1,0,
1,0,1,0,71.0
1,0,1,0,
1,1,1,0,26.0
1,0,0,0,
1,1,1,0,8.0
1,0,1,0,20.0
1,1,1,0,104.0
1,0,0,0,143.0
1,0,1,0,
1,0,1,0,188.0
1,1,1,0,7.0
1,0,1,0,11.0
1,1,0,0,15.0
1,0,1,0,
1,0,1,1,
1,1,0,0,
0,0,1,1,
1,1,1,1,5.0
1,1,1,1,
1,1,1,0,11.0
1,0,1,1,
1,0,1,1,
1,0,1,0,
1,0,0,0,
1,1,1,0,51.0
1,0,1,0,
1,1,1,0,91.0
1,0,0,0,
1,1,1,0,9.0
1,0,1,0,
1,1,0,0,41.0
1,0,1,0,6.0
1,0,1,0,57.0
1,0,1,0,
1,0,1,0,
1,0,0,0,
1,0,1,0,
1,1,1,1,23.0
1,1,1,0,
1,0,1,0,
1,1,1,0,94.0
1,0,1,0,3.0
1,1,1,0,116.0
1,0,1,1,269.0
1,0,1,0,
1,1,1,0,104.0
1,1,1,0,46.0
1,1,0,0,106.0
1,0,1,0,
1,0,1,0,
1,1,1,0,70.0
1,0,1,0,
1,1,0,0,250.0
1,0,1,1,
1,1,1,0,22.0
1,0,1,1,276.0
1,1,1,0,46.0
1,1,1,0,9.0
1,0,0,0,
1,1,1,1,9.0
1,1,1,0,53.0
1,0,1,0,
1,1,1,0,90.0
1,1,1,0,8.0
1,0,1,0,20.0
1,0,0,0,
1,0,1,0,
1,1,0,0,9.0
1,0,1,0,5.0
1,0,1,0,
1,0,1,0,
1,1,1,1,8.0
1,0,1,1,
1,1,1,0,
1,0,1,0,101.0
1,0,1,1,
1,0,1,0,
1,1,1,0,2.0
1,0,1,0,69.0
0,0,1,1,19.0
1,0,0,1,
1,0,0,1,122.0
1,0,1,1,
1,0,1,0,21.0
1,1,1,0,29.0
1,0,1,0,57.0
1,1,1,1,16.0
1,0,1,0,130.0
1,0,1,1,71.0
1,1,1,0,
1,0,0,0,112.0
1,0,0,1,13.0
1,0,0,0,37.0
1,0,1,0,14.0
1,1,0,0,6.0
1,0,0,0,10.0
1,0,0,1,58.0
1,1,1,0,7.0
1,1,0,0,
1,1,1,1,27.0
1,0,1,0,88.0
1,0,1,1,
1,0,1,0,80.0
1,0,0,0,173.0
1,0,1,1,24.0
1,0,0,0,
1,0,1,0,
1,0,1,1,
1,1,1,0,52.0
1,0,1,0,
1,0,0,0,2.0
1,0,1,1,
1,1,1,1,377.0
1,0,1,1,
1,0,1,0,
1,0,1,1,
1,0,0,1,
1,1,0,0,1.0
1,0,1,1,57.0
1,1,1,1,
1,0,1,0,
1,0,1,1,35.0
1,0,1,1,54.0
1,1,0,0,11.0
1,0,1,0,217.0
1,0,1,1,23.0
1,0,1,0,
1,0,1,1,
0,0,1,0,523.0
1,0,0,0,65.0
1,0,0,0,
1,1,0,0,23.0
1,1,1,1,40.0
1,0,0,0,
1,0,1,1,38.0
1,0,1,1,
1,0,1,0,
0,0,0,0,
1,1,1,0,18.0
1,0,1,0,
1,0,1,1,
1,0,1,0,
1,0,1,0,
1,1,1,0,8.0
1,0,1,0,
1,0,1,0,154.0
1,0,0,0,
1,1,1,0,40.0
1,0,1,1,
1,1,1,0,104.0
1,0,1,0,
1,0,0,1,112.0
1,0,1,0,
1,1,1,0,6.0
1,1,1,0,137.0
1,0,1,0,
1,1,1,1,
1,0,1,1,
1,1,0,1,54.0
1,0,0,0,81.0
1,1,1,1,
1,1,1,0,118.0
1,1,1,0,
1,0,0,0,159.0
1,0,1,0,48.0
1,1,1,0,
1,1,1,0,5.0
1,0,1,1,
1,1,0,0,168.0
1,0,1,1,
1,0,1,1,
1,0,0,0,87.0
1,1,1,0,71.0
1,1,1,0,235.0
1,1,1,1,
1,0,1,1,
1,0,1,0,
1,0,1,0,
1,1,1,0,
1,0,1,1,44.0
1,0,1,0,
1,0,1,0,39.0
1,0,1,1,
1,0,1,0,
1,0,1,0,44.0
1,0,0,0,121.0
1,0,1,0,
1,0,1,0,
1,0,0,0,23.0
1,0,1,0,
1,0,1,1,6.0
1,0,0,0,
1,0,1,1,
1,0,1,1,
1,0,1,0,
1,0,1,1,83.0
1,0,1,1,
1,0,1,0,
1,0,0,0,
1,1,1,0,15.0
1,0,0,0,71.0
1,0,1,1,146.0
1,0,1,0,
1,0,0,0,14.0
1,1,1,1,8.0
0,0,1,1,
1,0,1,0,59.0
1,0,1,0,
1,1,1,1,13.0
1,0,0,1,6.0
1,0,1,0,
1,0,1,1,
1,0,1,0,
1,0,0,1,
1,1,1,0,17.0
1,1,0,0,64.0
1,0,1,0,
1,0,1,1,21.0
1,0,1,0,
1,1,1,0,
1,1,1,0,68.0
1,1,1,0,48.0
1,0,0,1,
0,0,0,0,76.0
1,1,1,0,
1,1,1,0,41.0
1,1,1,0,1.0
1,0,1,1,13.0
1,0,1,0,
1,0,1,0,
1,0,1,0,28.0
1,0,1,0,
1,0,0,0,137.0
1,0,1,1,
1,0,0,0,601.0
1,0,1,1,5.0
1,0,1,1,
1,1,0,0,26.0
1,0,1,1,18.0
1,1,1,0,3.0
1,0,1,1,
1,0,0,1,15.0
1,1,0,0,39.0
1,0,1,0,8.0
1,0,1,0,
1,0,1,0,43.0
1,0,1,0,8.0
1,0,1,0,
1,0,0,0,
1,0,1,1,185.0
1,0,1,1,43.0
1,0,0,0,39.0
1,1,1,1,13.0
1,0,1,1,
0,0,1,1,21.0
1,1,1,0,37.0
1,1,0,0,25.0
0,0,1,0,
1,0,1,1,79.0
1,0,0,0,
1,1,0,0,14.0
0,0,1,1,21.0
1,1,1,0,128.0
1,1,1,0,107.0
1,0,1,0,168.0
1,0,0,0,
1,0,1,0,204.0
1,0,0,0,4.0
1,0,0,0,
0,0,1,0,
1,1,1,0,
1,0,1,1,35.0
1,0,1,1,
1,0,1,0,50.0
1,0,1,0,
1,1,1,0,203.0
1,0,1,0,53.0
1,1,1,0,25.0
1,0,0,0,
1,0,1,0,
1,0,1,1,
1,0,1,1,190.0
1,0,1,1,
1,0,1,0,
1,0,1,0,
1,1,0,0,25.0
1,1,1,1,3.0
1,1,1,0,58.0
1,0,1,0,263.0
1,0,0,0,
1,0,0,0,181.0
0,0,1,0,34.0
1,0,1,0,9.0
1,0,0,0,7.0
1,1,1,1,
0,0,0,0,
1,0,1,1,
1,0,1,0,
1,0,0,0,39.0
1,0,1,1,
1,0,1,1,
1,0,1,0,
1,1,1,1,24.0
1,0,1,1,
1,1,0,1,
1,0,0,0,25.0
1,0,1,0,236.0
1,1,1,1,
1,0,1,0,4.0
1,0,1,0,
1,1,0,0,16.0
1,0,1,1,18.0
1,0,1,0,99.0
1,1,1,1,
1,0,0,0,
1,0,1,1,
1,0,0,0,
1,1,1,1,1.0
1,0,0,1,11.0
1,1,0,0,2.0
1,0,0,0,
1,0,1,0,
1,0,0,0,67.0
1,0,0,1,39.0
1,0,1,1,
1,0,1,1,
1,0,0,0,349.0
1,1,1,0,34.0
1,0,0,0,11.0
1,0,0,0,132.0
1,0,1,1,24.0
1,0,0,0,
1,0,0,0,23.0
1,1,1,0,36.0
1,0,1,1,206.0
1,0,0,0,
1,1,1,1,6.0
1,0,1,1,51.0
1,0,0,1,
1,0,1,1,26.0
1,0,0,0,
1,1,0,1,19.0
1,0,1,1,
1,1,1,1,251.0
1,1,1,1,
1,0,0,0,
1,0,1,0,23.0
1,0,0,0,149.0
1,1,1,0,45.0
1,0,1,1,
1,0,0,0,69.0
1,0,1,0,46.0
1,0,1,0,
1,1,1,1,111.0
1,1,1,1,
1,0,1,0,98.0
1,1,0,1,96.0
1,1,1,0,
1,1,1,1,
1,0,1,1,
1,0,1,1,96.0
1,0,1,1,163.0
1,1,1,1,80.0
1,0,1,0,28.0
1,0,1,0,49.0
1,0,1,1,21.0
1,0,1,1,
1,1,1,0,151.0
1,1,0,0,21.0
1,1,1,1,
1,0,1,1,
1,0,1,1,80.0
1,0,1,0,
1,0,1,1,
0,0,1,0,
1,0,1,1,
1,0,1,1,130.0
1,1,0,1,2.0
1,1,1,0,365.0
1,0,1,0,17.0
1,0,0,1,
1,0,1,0,1.0
1,0,0,0,
1,1,1,0,68.0
1,0,1,1,
1,0,0,0,
1,0,1,1,
1,0,1,1,22.0
0,0,1,0,125.0
1,0,1,0,15.0
1,0,1,0,61.0
1,0,1,0,6.0
1,0,1,1,
1,0,0,0,85.0
1,0,1,0,43.0
1,0,1,0,8.0
1,0,1,0,
1,0,1,0,
1,0,0,0,16.0
0,0,1,0,
1,1,1,0,6.0
1,0,0,0,67.0
1,0,1,0,2.0
1,0,1,0,21.0
0,0,0,0,
1,1,0,0,35.0
1,0,1,0,410.0
1,0,0,0,
1,0,1,0,
1,0,0,0,
1,0,1,1,
1,0,1,0,44.0
1,1,1,1,
1,1,0,0,
1,0,1,0,
1,0,1,1,
1,0,0,0,
1,1,1,0,
1,0,1,0,
1,1,0,1,32.0
1,0,1,0,59.0
1,0,0,0,
1,0,0,0,
1,0,1,0,
1,0,1,0,
1,0,0,0,
1,0,1,0,
1,0,1,0,37.0
1,0,0,0,
0,0,1,1,
1,0,1,0,
1,0,1,1,
1,0,1,0,17.0
1,0,0,1,48.0
1,0,1,1,
1,1,0,1,48.0
1,1,1,1,58.0
1,0,1,0,56.0
1,1,0,0,28.0
1,1,1,0,122.0
1,1,0,1,
1,0,0,0,686.0
1,0,1,1,
1,0,1,0,151.0
1,0,1,1,
1,1,0,0,
1,0,0,0,
1,0,0,0,157.0
1,0,0,0,337.0
1,1,1,1,42.0
1,0,0,0,
1,1,1,0,37.0
1,1,1,1,53.0
1,0,1,0,11.0
1,0,0,0,
1,1,1,1,4.0
1,0,1,1,3.0
1,0,1,0,
1,0,0,0,54.0
1,0,1,1,
1,1,1,0,83.0
1,1,1,0,62.0
1,0,1,0,
1,0,1,0,
0,0,1,0,5.0
1,0,1,0,61.0
1,1,0,1,7.0
1,0,1,0,
0,1,0,1,
1,1,1,0,41.0
1,1,1,0,63.0
1,0,1,0,
1,0,1,0,
1,1,1,1,151.0
1,0,1,1,
1,0,1,0,42.0
1,1,0,0,72.0
1,1,1,0,6.0
1,0,1,0,50.0
0,0,1,1,194.0
1,1,0,1,138.0
1,0,1,1,
1,0,1,0,
1,0,0,0,
1,0,0,0,156.0
1,0,0,0,786.0
1,0,1,1,
1,0,1,1,109.0
1,0,0,0,
1,0,1,1,
1,0,0,0,
1,0,1,0,
1,1,1,0,
1,0,1,0,75.0
1,1,1,0,17.0
1,1,0,0,171.0
1,0,1,0,
1,1,1,0,23.0
1,0,1,0,65.0
1,0,1,1,54.0
1,0,0,1,
1,0,0,0,
1,0,1,0,111.0
1,0,0,0,
1,0,1,0,
1,1,0,0,20.0
1,1,1,0,13.0
1,0,1,0,17.0
1,0,1,0,43.0
1,0,0,0,
1,0,0,0,114.0
1,0,1,0,
1,1,1,0,
1,1,1,0,94.0
1,1,1,0,27.0
1,1,1,1,16.0
1,0,1,1,
1,0,0,0,77.0
1,0,1,0,150.0
1,1,1,0,
1,0,1,0,43.0
0,0,0,1,44.0
1,0,1,1,
1,0,0,0,
1,0,1,0,
1,0,1,0,
1,0,1,0,59.0
1,0,1,0,
0,0,0,0,52.0
1,0,1,0,4.0
1,0,0,0,150.0
1,0,1,0,
1,0,1,0,36.0
1,0,1,0,69.0
1,0,0,0,
1,1,0,0,
1,0,1,0,92.0
1,0,1,0,
1,1,1,0,56.0
1,0,0,0,78.0
1,0,0,1,
1,1,0,0,1.0
1,0,0,1,
1,0,1,1,17.0
1,1,0,0,18.0
1,0,1,0,
1,1,0,0,4.0
1,0,1,0,22.0
1,0,0,1,68.0
1,0,1,0,
0,0,1,0,8.0
1,0,1,0,
0,0,1,0,
1,0,0,0,70.0
1,0,1,0,
1,0,0,0,
1,0,0,0,101.0
1,0,1,0,
1,1,0,0,158.0
1,0,0,1,
1,0,1,0,
1,0,0,1,82.0
1,0,1,0,524.0
1,0,1,0,
1,0,1,1,
1,0,1,1,26.0
1,0,1,1,140.0
1,0,0,1,
1,0,0,1,
1,0,1,0,25.0
1,0,0,0,
1,0,1,1,
1,0,1,1,6.0
1,0,1,1,
0,0,1,0,103.0
1,0,1,1,31.0
1,0,1,1,190.0
1,1,1,1,
1,0,1,0,96.0
1,0,1,0,
1,0,1,0,17.0
1,0,1,1,130.0
1,1,1,0,67.0
1,1,0,0,383.0
1,0,1,1,
1,0,0,0,194.0
1,0,1,0,
1,0,0,0,
1,0,1,0,324.0
1,0,1,1,156.0
1,0,1,1,7.0
1,0,1,0,1.0
1,1,1,0,
1,0,1,1,276.0
1,0,1,0,
0,0,1,1,
1,1,0,0,25.0
1,0,1,0,
1,0,1,0,
1,1,0,1,12.0
1,0,0,1,102.0
1,0,1,0,
1,1,0,0,
1,1,1,0,11.0
1,0,1,0,201.0
1,0,1,1,
1,0,0,0,619.0
1,0,1,0,
1,0,1,1,
0,0,1,1,
1,1,1,0,6.0
1,1,1,0,16.0
1,0,1,0,40.0
1,0,1,0,28.0
1,1,1,1,303.0
1,1,1,0,85.0
1,0,1,0,73.0
1,1,1,0,
1,1,0,0,
1,0,0,0,11.0
1,0,1,0,18.0
1,0,1,0,
1,0,1,0,182.0
1,1,0,1,6.0
1,1,1,0,28.0
1,0,1,0,163.0
1,0,1,0,
1,0,0,0,
1,0,1,1,
1,0,0,0,
1,0,1,1,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,1,0,0,12.0
1,0,1,0,279.0
1,1,0,0,294.0
1,0,1,0,42.0
1,0,1,0,
1,0,0,0,83.0
1,0,0,0,432.0
1,0,1,0,342.0
1,1,1,0,
1,0,1,0,155.0
1,0,1,1,17.0
0,0,1,0,6.0
1,1,1,0,5.0
1,0,1,1,
1,0,1,1,
1,0,1,1,
0,0,0,0,
1,0,1,1,
1,0,1,0,
1,0,0,1,
1,0,1,0,
1,0,0,0,
1,0,1,1,
1,0,0,0,
1,0,1,0,
1,0,0,1,
0,0,1,1,2.0
1,0,1,1,
1,0,1,0,
1,0,1,0,78.0
1,0,1,1,15.0
1,0,1,1,28.0
1,0,1,1,31.0
1,0,1,1,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,1,1,0,3.0
1,0,1,1,15.0
1,1,0,0,50.0
1,1,1,1,78.0
1,1,1,1,
1,0,0,0,
1,0,1,0,
1,0,1,0,68.0
1,1,1,0,96.0
1,0,1,0,35.0
1,0,1,1,13.0
1,0,1,1,
1,0,0,0,
1,0,1,1,9.0
1,0,1,0,
1,0,1,0,
1,0,1,1,
1,0,1,0,
1,0,1,1,
1,0,0,0,41.0
1,0,1,1,206.0
1,0,0,0,
1,1,1,0,128.0
1,0,0,0,
0,0,0,1,107.0
1,1,1,1,6.0
1,0,1,0,
1,0,1,0,
1,0,0,0,16.0
1,0,1,0,
1,1,0,0,44.0
0,0,1,0,
1,1,1,1,
1,1,1,0,92.0
1,0,0,0,27.0
1,0,1,0,20.0
1,1,0,0,15.0
1,0,1,0,
1,0,0,0,224.0
1,0,0,1,198.0
0,1,1,0,595.0
1,0,0,0,55.0
1,0,1,0,25.0
1,0,1,1,
1,0,1,1,12.0
1,0,1,1,
1,1,1,1,
1,1,1,0,14.0
1,1,1,1,
1,0,1,1,
0,0,1,0,5.0
1,0,1,0,
1,1,0,0,
1,0,0,1,
1,1,1,0,2.0
1,0,1,1,2.0
1,1,1,0,
1,0,1,0,224.0
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,0,0,0,
1,1,1,0,17.0
1,0,1,0,
1,0,1,0,70.0
1,1,1,0,14.0
1,0,0,0,80.0
1,1,0,0,54.0
1,1,1,0,152.0
1,0,1,0,
1,1,1,0,141.0
1,0,1,0,15.0
1,0,1,0,14.0
1,0,1,1,23.0
1,0,1,0,
1,0,1,0,113.0
1,0,1,1,
1,0,1,0,
1,0,1,0,61.0
1,1,1,0,73.0
1,0,1,0,
1,1,1,0,60.0
1,1,0,0,90.0
1,0,1,0,
1,1,1,0,13.0
1,0,1,1,
1,0,1,0,
1,0,1,0,
1,0,1,0,
1,1,0,0,138.0
1,1,1,0,4.0
1,0,1,0,
0,0,0,1,25.0
0,0,1,0,1.0
1,1,1,1,72.0
1,1,1,1,19.0
1,1,0,0,73.0
1,0,1,1,
1,1,1,0,18.0
1,0,0,0,
1,1,1,1,34.0
1,0,0,0,
1,1,0,0,25.0
1,0,1,0,29.0
1,0,1,0,
1,0,1,1,
1,0,1,1,
1,0,0,0,
1,0,0,0,
1,0,1,0,
1,0,0,1,
1,1,1,0,13.0
1,1,1,0,47.0
1,1,1,0,
1,0,1,0,25.0
1,0,1,0,
1,0,0,0,
1,0,1,0,
1,0,1,0,
1,1,1,0,44.0
1,0,1,0,
1,0,0,0,44.0
1,1,1,0,19.0
1,0,1,1,105.0
1,1,1,0,34.0
1,1,1,0,
1,0,1,0,105.0
1,0,1,0,48.0
1,1,0,0,
0,0,1,1,84.0
1,0,1,1,
1,0,1,0,18.0
1,0,1,0,4.0
1,1,1,0,
1,1,1,0,58.0
1,0,0,1,93.0
1,1,1,0,43.0
1,1,1,0,13.0
1,0,0,0,81.0
1,0,0,0,
1,0,1,0,139.0
1,0,1,1,307.0
1,0,0,1,17.0
1,1,0,1,5.0
1,0,1,0,43.0
1,0,1,0,6.0
1,0,1,1,180.0
1,0,1,1,60.0
1,0,1,1,39.0
1,1,1,0,93.0
1,0,1,1,17.0
1,1,0,1,153.0
1,0,0,0,
1,1,1,1,59.0
1,1,1,0,6.0
1,0,0,1,
1,0,1,0,
1,0,1,0,
1,0,0,0,
1,1,1,0,149.0
1,1,1,0,9.0
1,0,1,0,282.0
1,0,0,0,143.0
1,0,1,0,
0,0,1,0,
1,0,1,0,
1,1,0,0,23.0
1,1,1,0,5.0
1,1,1,0,32.0
1,0,1,0,
1,0,1,0,12.0
1,1,1,0,23.0
1,0,1,0,
1,0,0,0,
1,0,1,0,
1,0,0,0,
1,0,1,0,
1,0,1,1,11.0
1,0,1,0,7.0
1,1,1,1,1.0
1,1,0,1,242.0
1,1,1,1,2.0
1,0,1,1,
1,0,1,0,
1,1,0,0,4.0
1,0,1,1,
1,0,0,1,
1,0,1,0,
1,0,1,1,
1,1,0,0,5.0
1,1,0,0,14.0
1,1,0,0,69.0
1,1,1,0,79.0
0,0,1,0,125.0
1,0,1,0,
1,0,1,0,
0,0,1,0,72.0
1,0,0,0,
1,1,1,0,5.0
1,0,1,0,3.0
1,0,0,0,
1,0,1,0,
1,1,1,1,324.0
1,0,0,0,87.0
1,0,0,1,499.0
1,1,0,0,
1,0,0,0,
1,0,1,0,
1,0,1,0,
1,1,1,0,
1,1,1,0,1.0
0,0,0,1,
1,1,0,0,160.0
1,0,1,1,
1,0,1,0,522.0
1,0,0,0,184.0
1,1,1,0,8.0
1,0,0,0,55.0
1,0,1,1,
1,0,0,0,
1,1,1,1,10.0
1,0,1,0,170.0
1,1,0,0,5.0
1,1,1,0,155.0
1,1,0,0,
1,1,0,0,313.0
1,0,1,0,
1,1,1,0,61.0
1,0,1,0,
1,0,1,0,
1,0,0,0,
1,0,0,0,
1,0,1,0,
1,0,0,0,
1,0,1,1,4.0
1,0,1,0,
1,1,1,1,6.0
1,1,0,0,86.0
1,0,1,0,
1,0,1,0,32.0
1,0,1,0,
1,1,0,0,
1,0,1,1,
1,0,1,0,6.0
1,1,0,0,
1,0,1,1,
1,1,1,0,
1,0,0,0,199.0
1,0,0,0,
0,1,1,1,4.0
1,0,1,1,189.0
1,1,1,1,9.0
1,0,0,0,
1,0,0,0,246.0
1,0,0,0,70.0
1,0,0,1,
1,0,1,0,99.0
1,0,1,0,40.0
1,1,1,1,
1,0,0,0,
1,1,0,1,3.0
1,0,1,1,16.0
0,0,0,0,
1,0,0,0,
1,1,1,0,15.0
1,0,1,0,63.0
1,0,1,0,
1,0,1,0,
1,0,0,0,
1,0,1,1,281.0
1,0,1,0,145.0
1,1,1,0,8.0
1,0,1,0,
1,0,0,0,329.0
1,0,0,1,
1,0,1,0,1.0
1,0,1,1,93.0
1,0,1,0,
1,0,1,0,57.0
1,0,1,0,
1,1,1,0,3.0
0,0,1,0,
1,0,1,0,
1,0,1,0,
1,0,1,1,55.0
1,0,0,0,
1,0,0,0,73.0
1,0,1,0,170.0
1,0,1,1,
1,1,1,1,
1,1,1,1,23.0
1,1,1,0,15.0
1,0,1,1,
1,1,0,0,35.0
1,0,0,1,29.0
0,0,1,0,11.0
0,1,1,0,17.0
1,0,1,1,66.0
1,0,1,0,
1,0,1,0,9.0
1,1,1,0,1.0
1,0,1,1,
1,1,1,0,21.0
1,0,1,0,
1,0,0,1,
1,1,1,1,62.0
1,0,1,0,
1,0,1,0,13.0
0,0,1,1,34.0
1,0,0,0,
1,0,0,0,38.0
1,0,1,1,
1,0,0,0,57.0
1,0,0,0,
1,0,1,0,
0,0,0,0,
1,0,0,0,
1,0,1,0,206.0
1,0,0,0,
